Commune;Cercle;Secteur;Lieu-dit;Date attaque;Num semaine;Animaux concernés;Victimes constatées;Taille troupeau ou lot;Conclusion expertise_ DDT;Decision indemnisation;Protocole;Num AP tir
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Pra pinet;18/05/2019;20;Veau;1;29;Loup non exclu;Oui;;
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Fontanes;10/06/2019;24;Ovin;5;242;Loup non exclu;Oui;;
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Sagres;13/11/2019;46;Veau;1;9;Indéterminé;Non - loup exclu;;
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Bayles;02/05/2020;18;Ovin;2;80;Loup typé;Oui;TDS;38-2016-11-25-014
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Bayles;20/05/2020;21;Ovin;1;247;Loup non exclu;Oui;TDS;38-2016-11-25-014
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Prefiney;24/05/2020;21;Bovin;2;30;Loup non exclu;Oui;Pas d'AP;/
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Bayles;06/06/2020;23;Ovin;1;386;Loup typé;Oui;TDS;38-2016-11-25-014
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Flandrins;25/06/2020;26;Ovin;3;287;Loup typé;Oui;TDS;38-2016-11-25-014
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Bachilianne;08/10/2020;41;Ovin;2;439;Loup typé;Oui;TDS;38-2017-07-27-006
CHÂTEL-EN-TRIÈVES;1;Obiou - Plateau d'Ambel;Les Bayles;20/11/2020;47;Ovin;1;243;Loup typé;Oui;TDS;38-2016-11-25-014
SAINT-ANDRÉ-EN-ROYANS;2;Royans;La Belière;26/05/2019;21;Ovin;1;17;Loup typé;Oui;;
SAINT-ANDRÉ-EN-ROYANS;2;Royans;La Bellière;30/05/2019;22;Ovin;1;11;Loup non exclu;Oui;;
PRESLES;1;Royans;Morel;29/09/2019;39;Ovin;1;59;Loup typé;Oui;;
PRESLES;1;Royans;Les Guignardières;19/07/2020;29;Ovin;9;42;Loup typé;Oui;TDS;38-2020-07-22-004
PRESLES;1;Royans;Le Faz;27/07/2020;31;Ovin;10;64;Loup typé;Oui;Pas d'AP;/
PRESLES;1;Royans;Rioux;04/08/2020;32;Ovin;1;38;Indéterminé;Oui;TDS;38-2017-07-24-029
PRESLES;1;Royans;Rioux;05/08/2020;32;Ovin;3;37;Indéterminé;Oui;TDS;38-2017-07-24-029
SAINT-ANDRÉ-EN-ROYANS;2;Royans;Les Roussets;20/08/2020;34;Ovin;26;200;Loup typé;Oui;Pas d'AP;/
PRESLES;1;Royans;Serre-Cocu;04/09/2020;36;Ovin;1;69;Loup typé;Oui;TDS;En attente de signature
PRESLES;1;Royans;Serre-Cocu;08/09/2020;37;Ovin;2;69;Loup typé;Oui;TDS;En attente de signature
PRESLES;1;Royans;Serre-Cocu;13/09/2020;37;Ovin;1;69;Loup typé;Oui;TDS;En attente de signature
PRESLES;1;Royans;Le Morel;13/09/2020;37;Ovin;1;107;Loup typé;Oui;TDS;38-2019-05-14-009
PRESLES;1;Royans;Serre-Cocu;20/09/2020;38;Ovin;2;64;Loup typé;Oui;TDS;38-2020-09-14-008
PRESLES;1;Royans;Serre-Cocu;26/09/2020;39;Ovin;0;63;Loup non exclu;Oui;TDS;38-2020-09-14-008
SAINT-PIERRE-DE-CHÉRENNES;1;Royans;Le Grillon;29/11/2020;48;Veau;1;7;Loup typé;Oui;Pas d'AP;/
SAINT-AREY;1;Senepy;La Baume;15/01/2019;3;Ovin;2;5;Loup typé;Oui;;
LA MOTTE-SAINT-MARTIN;1;Senepy;Le Vivier;31/03/2019;13;Ovin;2;10;Loup typé;Oui;;
LA MOTTE-SAINT-MARTIN;1;Senepy;Le Vivier;16/04/2019;16;Ovin;3;5;Loup typé;Oui;;
PONSONNAS;1;Senepy;Le Clos de la reine;11/06/2019;24;Ovin;21;180;Loup typé;Oui;;
PRUNIÈRES;1;Senepy;Limare;27/06/2019;26;Ovin;1;6;Loup typé;Oui;;
COGNET;1;Senepy;Village;28/06/2019;26;Veau;1;22;Loup non exclu;Oui;;
LA MOTTE-D'AVEILLANS;1;Senepy;Les Buttariers;09/07/2019;28;Ovin;8;8;Indéterminé;Non - loup exclu;;
PONSONNAS;1;Senepy;Les Epalus;14/07/2019;28;Ovin;18;360;Loup typé;Oui;;
COGNET;1;Senepy;Les Carrons;20/08/2019;34;Ovin;3;5;Loup typé;Oui;;
SUSVILLE;1;Senepy;Parc photovoltaïque;29/08/2019;35;Ovin;37;48;Loup typé;Oui;;
COGNET;1;Senepy;Village;02/09/2019;36;Ovin;2;6;Loup typé;Oui;;
SAINT-AREY;1;Senepy;Le Sabot;07/09/2019;36;Ovin;6;9;Loup typé;Oui;;
MAYRES-SAVEL;1;Senepy;Chemin des 4 communes;17/09/2019;38;Ovin;3;14;Loup typé;Oui;;
SAINT-AREY;1;Senepy;Pellenfrey;21/10/2019;43;Ovin;3;47;Loup typé;Oui;;
SAINT-AREY;1;Senepy;La Beaume;02/11/2019;44;Caprin;3;3;Loup typé;Oui;;
SUSVILLE;1;Senepy;Les Merlins;09/11/2019;45;Equin;1;6;Loup non exclu;Oui;;
COGNET;1;Senepy;;03/12/2019;49;Ovin;33;300;Loup typé;Oui;;
PONSONNAS;1;Senepy;Vieux Village;10/12/2019;50;Ovin;26;274;Loup typé;Oui;;
MARCIEU;1;Senepy;Les Arnauds;31/03/2020;14;Autre;1;6;Loup non exclu;Oui;Sans objet;/
LA MOTTE-SAINT-MARTIN;1;Senepy;La Faurie;19/04/2020;16;Ovin;9;100;Loup typé;Oui;TDS;Demande déposée
COGNET;1;Senepy;Les Vigneaux;04/05/2020;19;Veau;1;12;Loup non exclu;Oui;TDS;38-2019-07-09-003
MARCIEU;1;Senepy;Les Arnauds;06/05/2020;19;Autre;2;5;Loup non exclu;Oui;Pas d'AP;/
LA MOTTE-SAINT-MARTIN;1;Senepy;La Molière;16/05/2020;20;Bovin;1;11;Loup non exclu;Oui;TDS;38-2019-06-12-010
SAINT-AREY;1;Senepy;Pellenfrey;31/05/2020;22;Ovin;6;61;Loup typé;Oui;Pas d'AP;/
MAYRES-SAVEL;1;Senepy;Village;14/06/2020;24;Ovin;1;2;Loup typé;Oui;Pas d'AP;/
SAINT-AREY;1;Senepy;Pellenfrey;01/07/2020;27;Ovin;8;56;Loup typé;Oui;Pas d'AP;/
MAYRES-SAVEL;1;Senepy;Les Chapelles;27/07/2020;31;Ovin;1;80;Loup typé;Oui;TDS;38-2018-10-08-008
COGNET;1;Senepy;Route des 4 rives;10/08/2020;33;Ovin;3;8;Loup typé;Oui;Pas d'AP;/
PONSONNAS;1;Senepy;Village;31/08/2020;36;Ovin;15;80;Loup typé;Oui;TDR;38-2020-04-15-005
MAYRES-SAVEL;1;Senepy;Les Grangettes;21/11/2020;47;Ovin;4;52;Loup typé;Oui;TDS;38-2019-04-19-018
NANTES-EN-RATIER;1;Tabor;Chateau de rattier;05/05/2019;18;Ovin;7;740;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Le Creuse;16/05/2019;20;Ovin;3;740;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Les Bertrands;01/06/2019;22;Ovin;2;349;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Ser Gontier;10/06/2019;24;Ovin;6;734;Loup non exclu;Oui;;
LAVALDENS;1;Tabor;Le Sappey;20/06/2019;25;Ovin;1;1180;Loup typé;Oui;;
LAVALDENS;1;Tabor;Roizonne;24/06/2019;26;Ovin;3;1220;Loup typé;Oui;;
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Le Grand Serre;24/06/2019;26;Ovin;1;1817;Loup non exclu;Oui;;
NANTES-EN-RATIER;1;Tabor;Les Touches;29/06/2019;26;Ovin;11;202;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Ser Gontier;30/06/2019;26;Ovin;1;22;Loup non exclu;Oui;;
SAINT-HONORÉ;1;Tabor;Le Grand Serre;01/07/2019;27;Ovin;1;1796;Loup non exclu;Oui;;
CHOLONGE;1;Tabor;La Coinelle;02/07/2019;27;Veau naissant;1;102;Loup non exclu;Oui;;
NANTES-EN-RATIER;1;Tabor;Chavenas;02/07/2019;27;Ovin;15;192;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Ser Gontier;08/07/2019;28;Ovin;3;112;Loup typé;Oui;;
LA MORTE;1;Tabor;Serriou;15/07/2019;29;Ovin;1;1165;Loup typé;Oui;;
LAVALDENS;1;Tabor;Crête des  Choumeaux;16/07/2019;29;Ovin;40;1080;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Ser Gontier;16/07/2019;29;Ovin;6;112;Loup typé;Oui;;
CHOLONGE;1;Tabor;Le Grand Serre;26/07/2019;30;Ovin;3;1131;Loup typé;Oui;;
CHOLONGE;1;Tabor;Le Grand Serre;30/07/2019;31;Ovin;1;1120;Indéterminé;Non - loup exclu;;
LAVALDENS;1;Tabor;Le Sappey;09/08/2019;32;Ovin;2;1000;Loup typé;Oui;;
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Les Cloutons;09/08/2019;32;Ovin;2;1750;Loup typé;Oui;;
CHOLONGE;1;Tabor;La Coirelle;11/08/2019;32;Ovin;1;18;Loup typé;Oui;;
LAVALDENS;1;Tabor;Le Sappey;18/08/2019;33;Ovin;4;880;Loup typé;Oui;;
LAVALDENS;1;Tabor;Le Sappey;19/08/2019;34;Ovin;1;880;Loup typé;Oui;;
LAVALDENS;1;Tabor;Le Sappey;21/08/2019;34;Ovin;14;755;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Les Arnauds;22/08/2019;34;Ovin;2;110;Loup typé;Oui;;
LAVALDENS;1;Tabor;Combe tourane;28/08/2019;35;Ovin;1;750;Loup typé;Oui;;
LAVALDENS;1;Tabor;Combe Fourane;06/09/2019;36;Ovin;6;780;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Ser Gonthier;06/09/2019;36;Ovin;10;220;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Les Arnauds;08/09/2019;36;Bovin;2;19;Loup typé;Oui;;
CHOLONGE;1;Tabor;Le Fiaret;09/09/2019;37;Bovin;1;100;Loup typé;Oui;;
LA MORTE;1;Tabor;Les Bergeries;09/09/2019;37;Ovin;1;220;Loup non exclu;Oui;;
LAVALDENS;1;Tabor;Combe Fourane;13/09/2019;37;Ovin;3;3;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Ser Gontier;18/09/2019;38;Ovin;6;312;Loup typé;Oui;;
SAINT-HONORÉ;1;Tabor;La Chau;24/09/2019;39;Ovin;1;800;Loup non exclu;Oui;;
VILLARD-SAINT-CHRISTOPHE;1;Tabor;La Croix de Gouret;25/09/2019;39;Ovin;2;1200;Loup non exclu;Oui;;
VILLARD-SAINT-CHRISTOPHE;1;Tabor;La Croix de Gouret;01/10/2019;40;Ovin;4;1098;Loup non exclu;Oui;;
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Ferrand;09/10/2019;41;Bovin;1;4;Loup non exclu;Oui;;
LAVALDENS;1;Tabor;Le Grand Serre;15/10/2019;42;Ovin;1;900;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Le Bourg;17/10/2019;42;Ovin;2;320;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;Les Arnauds;25/10/2019;43;Ovin;4;230;Loup typé;Oui;;
SAINT-HONORÉ;1;Tabor;Les Fagnes;28/10/2019;44;Ovin;10;109;Loup typé;Oui;;
SAINT-HONORÉ;1;Tabor;Pres du Brie;30/10/2019;44;Veau;1;12;Loup non exclu;Oui;;
NANTES-EN-RATIER;1;Tabor;Le Creux le Oin;11/11/2019;46;Ovin;5;480;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;;12/11/2019;46;Veau;1;48;Loup non exclu;Oui;;
NANTES-EN-RATIER;1;Tabor;Le Creux;17/11/2019;46;Ovin;2;;Loup typé;Oui;;
NANTES-EN-RATIER;1;Tabor;;28/11/2019;48;Veau naissant;3;43;Loup non exclu;Oui;;
NANTES-EN-RATIER;1;Tabor;Serre Marron;11/12/2019;50;Veau;3;120;Loup non exclu;Oui;;
NANTES-EN-RATIER;1;Tabor;Le Freynet;01/05/2020;18;Ovin;6;430;Loup typé;Oui;TDS;38-2018-11-08-002
NANTES-EN-RATIER;1;Tabor;Le Creux;08/05/2020;19;Ovin;4;494;Loup typé;Oui;TDS;38-2018-11-08-002
NANTES-EN-RATIER;1;Tabor;Le Creux;11/05/2020;20;Ovin;6;490;Loup typé;Oui;TDS;38-2018-11-08-002
NANTES-EN-RATIER;1;Tabor;Le Creux;17/05/2020;20;Ovin;1;190;Indéterminé;Non - loup exclu;TDR;38-2020-05-15-002
NANTES-EN-RATIER;1;Tabor;Les Arnauds;23/05/2020;21;Ovin;1;489;Loup non exclu;Oui;TDR;38-2020-05-15-002
SAINT-HONORÉ;1;Tabor;Combe Balbert;30/05/2020;22;Bovin;1;10;Loup non exclu;Oui;TDS;En attente retour formulaire
NANTES-EN-RATIER;1;Tabor;Le Creux;05/06/2020;23;Ovin;12;480;Loup typé;Oui;TDR;38-2020-05-15-002
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Grand Serre;14/06/2020;24;Canin;1;1;Loup non exclu;Oui;TDR;38-2019-07-26-005
NANTES-EN-RATIER;1;Tabor;Les Sagnes;20/06/2020;25;Ovin;2;320;Loup typé;Oui;TDR;38-2020-05-15-002
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Les Cloutons;06/07/2020;28;Ovin;3;1809;Loup typé;Oui;TDR;38-2019-07-26-005
SAINT-HONORÉ;1;Tabor;Le Clos;12/07/2020;28;Ovin;6;1205;Loup typé;Oui;TDS;38-2018-10-08-009
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Les Cloutons;17/07/2020;29;Ovin;1;1771;Loup typé;Oui;TDR;38-2019-07-26-005
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Les cloutons;25/07/2020;30;Ovin;1;1771;Indéterminé;Oui;TDR;38-2019-07-26-005
NANTES-EN-RATIER;1;Tabor;Le Freynet;27/07/2020;31;Ovin;6;77;Loup typé;Oui;TDR;38-2020-05-15-002
NANTES-EN-RATIER;1;Tabor;Les Marais;05/08/2020;32;Ovin;2;75;Loup non exclu;Oui;TDR;38-2020-05-15-002
LA VALETTE;1;Tabor;Les Replats;08/08/2020;32;Bovin;1;10;Indéterminé;Oui;TDS;38-2019-06-07-031
SAINT-HONORÉ;1;Tabor;Pontcharra;25/08/2020;35;Ovin;3;4;Loup typé;Oui;Pas d'AP;/
CHOLONGE;1;Tabor;Grand Serre;01/09/2020;36;Ovin;1;1102;Indéterminé;Oui;TDR;38-2019-07-26-004
NANTES-EN-RATIER;1;Tabor;Le Freynet;08/09/2020;37;Ovin;2;64;Loup typé;Oui;TDR;38-2020-05-15-002
CHOLONGE;1;Tabor;Grand Serre;08/09/2020;37;Bovin;1;115;Loup non exclu;Oui;Pas d'AP;/
NANTES-EN-RATIER;1;Tabor;Le Freynet;09/09/2020;37;Ovin;3;64;Loup typé;Oui;TDR;38-2020-05-15-002
CHOLONGE;1;Tabor;Grand Serre;09/09/2020;37;Ovin;3;852;Loup typé;Oui;TDR;38-2019-07-26-004
VILLARD-SAINT-CHRISTOPHE;1;Tabor;Grand Serre;10/09/2020;37;Ovin;1;1880;Loup non exclu;Oui;TDR;38-2019-07-26-005
VILLARD-SAINT-CHRISTOPHE;1;Tabor;La Traverse;25/09/2020;39;Veau;1;10;Loup non exclu;Oui;Pas d'AP;/
LA VALETTE;1;Tabor;Les Aigles;26/09/2020;39;Ovin;11;32;Loup typé;Oui;TDS;38-2018-04-17-003
CHOLONGE;1;Tabor;Grand Serre;27/09/2020;39;Ovin;20;722;Loup typé;Oui;TDR;38-2019-07-26-004
NANTES-EN-RATIER;1;Tabor;Les Garniers;05/10/2020;41;Ovin;10;320;Loup typé;Oui;TDR;38-2020-05-15-002
CHOLONGE;1;Tabor;La Carelle;08/10/2020;41;Ovin;1;29;Loup typé;Oui;Pas d'AP;/
CHOLONGE;1;Tabor;La Coirelle;24/10/2020;43;Ovin;1;62;Loup typé;Oui;Pas d'AP;/
CHOLONGE;1;Tabor;Village;04/11/2020;45;Ovin;3;80;Loup non exclu;Oui;Pas d'AP;/
NANTES-EN-RATIER;1;Tabor;Le Freynet;08/11/2020;45;Ovin;7;20;Loup typé;Oui;TDR;38-2020-05-15-002
NANTES-EN-RATIER;1;Tabor;Le Freynet;12/11/2020;46;Ovin;2;12;Loup non exclu;Oui;TDR;38-2020-05-15-002
NANTES-EN-RATIER;1;Tabor;Freynet;19/11/2020;47;Ovin;1;340;Loup typé;Oui;TDR;38-2020-05-15-002
LAVALDENS;1;Tabor;Les Ormes;22/11/2020;47;Ovin;1;32;Loup typé;Oui;Pas d'AP;/
LAVALDENS;1;Tabor;Le Mollard;23/11/2020;48;Ovin;1;30;Loup typé;Oui;Pas d'AP;/
ORNON;1;Taillefer;La Lauze;29/05/2019;22;Ovin;3;806;Loup typé;Oui;;
ORNON;1;Taillefer;La Lauze;30/05/2019;22;Ovin;1;803;Loup typé;Oui;;
ORNON;1;Taillefer;La Lauze;06/06/2019;23;Ovin;1;803;Loup typé;Oui;;
ORNON;1;Taillefer;Les Fonds;08/06/2019;23;Ovin;1;802;Loup typé;Oui;;
OULLES;1;Taillefer;Village;12/06/2019;24;Bovin;8;13;Loup non exclu;Oui;;
LAVALDENS;1;Taillefer;Vaunoire;15/06/2019;24;Bovin;1;43;Indéterminé;Non - loup exclu;;
LAVALDENS;1;Taillefer;Pariet;27/06/2019;26;Ovin;2;315;Loup non exclu;Oui;;
LAVALDENS;1;Taillefer;Le Pey;06/07/2019;27;Ovin;4;350;Loup typé;Oui;;
LA MORTE;1;Taillefer;Le Désert;08/07/2019;28;Ovin;1;1132;Loup typé;Oui;;
LAVALDENS;1;Taillefer;Le Pey;09/07/2019;28;Ovin;1;350;Loup non exclu;Oui;;
OULLES;1;Taillefer;Grand galbert;25/07/2019;30;Ovin;1;;Loup non exclu;Oui;;
LAVALDENS;1;Taillefer;Le Pey;28/07/2019;30;Ovin;6;350;Loup typé;Oui;;
LA MORTE;1;Taillefer;Brouffier;10/08/2019;32;Ovin;1;1300;Loup typé;Oui;;
ORNON;1;Taillefer;Les Mottes;11/08/2019;32;Ovin;1;62;Loup non exclu;Oui;;
LA MORTE;1;Taillefer;Brouffier;12/08/2019;33;Ovin;8;1300;Loup typé;Oui;;
ORIS-EN-RATTIER;1;Taillefer;L’arrête du Coin;15/08/2019;33;Bovin;1;105;Loup non exclu;Oui;;
VILLARD-REYMOND;1;Taillefer;Pré-gentil;16/08/2019;33;Ovin;1;1020;Loup non exclu;Oui;;
LAVALDENS;1;Taillefer;Plan Col;28/08/2019;35;Ovin;2;600;Loup typé;Oui;;
LAVALDENS;1;Taillefer;Plan col;31/08/2019;35;Ovin;1;350;Loup typé;Oui;;
ORIS-EN-RATTIER;1;Taillefer;Les Envers;05/09/2019;36;Ovin;11;54;Loup typé;Oui;;
OULLES;1;Taillefer;Gd Galbert;06/09/2019;36;Ovin;1;1600;Loup typé;Oui;;
LAVALDENS;1;Taillefer;Plan col;09/09/2019;37;Ovin;4;1000;Loup non exclu;Oui;;
LAVALDENS;1;Taillefer;Plan col;16/09/2019;38;Ovin;1;348;Loup typé;Oui;;
ORNON;1;Taillefer;La Lauze;16/10/2019;42;Ovin;1;560;Loup typé;Oui;;
LAVALDENS;1;Taillefer;Le Mollard;27/10/2019;43;Ovin;1;17;Loup typé;Oui;;
ORNON;1;Taillefer;Les Playes;29/10/2019;44;Ovin;6;567;Loup typé;Oui;;
ORNON;1;Taillefer;Les Fonds;21/04/2020;17;Ovin;2;280;Loup typé;Oui;TDS;38-2018-06-18-011
ORNON;1;Taillefer;Les Mouthes;22/04/2020;17;Bovin;1;18;Indéterminé;Non - loup exclu;TDS;38-2018-06-18-011
ORNON;1;Taillefer;La Palud;26/04/2020;17;Ovin;2;460;Loup non exclu;Oui;TDS;38-2018-06-18-011
ORNON;1;Taillefer;La Palud;02/05/2020;18;Veau naissant;1;18;Loup typé;Oui;TDS;38-2018-06-18-011
ORNON;1;Taillefer;Grenonière;11/05/2020;20;Ovin;1;550;Loup non exclu;Oui;TDS;38-2018-06-18-011
ORNON;1;Taillefer;La Lauze;21/05/2020;21;Ovin;2;830;Loup typé;Oui;TDR;A enregistrer au RAA
ORNON;1;Taillefer;Grenonière;07/06/2020;23;Ovin;1;830;Loup non exclu;Oui;TDR;A enregistrer au RAA
LAVALDENS;1;Taillefer;Le Sappey;03/07/2020;27;Ovin;1;1;Loup typé;Oui;TDR;38-2020-07-07-007
LAVALDENS;1;Taillefer;Le Pey;06/07/2020;28;Ovin;4;402;Loup typé;Oui;TDS;38-2019-07-15-025
LAVALDENS;1;Taillefer;Le Sappey;07/07/2020;28;Ovin;2;1113;Loup typé;Oui;TDR;38-2020-07-07-007
LAVALDENS;1;Taillefer;Le Pey;08/07/2020;28;Canin;1;1;Loup non exclu;Oui;TDS;38-2019-07-15-025
OULLES;1;Taillefer;Alpage;10/07/2020;28;Bovin;1;14;Indéterminé;Non indemnisable;TDS;38-2019-06-19-003
LAVALDENS;1;Taillefer;Le Pey;12/07/2020;28;Ovin;1;402;Loup typé;Oui;TDS;38-2019-07-15-025
LAVALDENS;1;Taillefer;Le Sappey;18/07/2020;29;Ovin;0;1048;Loup typé;Oui;TDR;38-2020-07-07-007
LAVALDENS;1;Taillefer;Le Pey;19/07/2020;29;Ovin;1;30;Loup non exclu;Oui;TDR;38-2019-07-26-004
LAVALDENS;1;Taillefer;Le Sappey;24/07/2020;30;Ovin;1;1080;Loup typé;Oui;TDR;38-2020-07-07-007
OULLES;1;Taillefer;Grand Galbert;25/07/2020;30;Ovin;4;2000;Loup typé;Oui;TDS;38-2018-09-25-013
LAVALDENS;1;Taillefer;Le Sappey;27/07/2020;31;Ovin;1;962;Loup non exclu;Oui;TDR;38-2020-07-07-007
LAVALDENS;1;Taillefer;Le Pey;29/07/2020;31;Ovin;1;402;Loup typé;Oui;TDS;38-2019-07-15-025
LAVALDENS;1;Taillefer;Le Sappey;30/07/2020;31;Ovin;1;962;Loup non exclu;Oui;TDR;38-2020-07-07-007
LA MORTE;1;Taillefer;Brouffier;04/08/2020;32;Ovin;5;1370;Loup typé;Oui;TDR;38-2020-07-24-005
LAVALDENS;1;Taillefer;Le Sappey;11/08/2020;33;Ovin;1;940;Loup typé;Oui;TDR;38-2020-07-07-007
LAVALDENS;1;Taillefer;Le Sappey;12/08/2020;33;Ovin;16;923;Loup typé;Oui;TDR;38-2020-07-07-007
CHANTEPÉRIER;1;Taillefer;Les Selles;29/08/2020;35;Ovin;1;2135;Loup typé;Oui;Pas d'AP;/
LAVALDENS;1;Taillefer;Plan Col;03/09/2020;36;Ovin;1;402;Loup non exclu;Oui;TDR;38-2020-08-28-006
VILLARD-REYMOND;1;Taillefer;Grand Renaud;05/09/2020;36;Ovin;3;794;Loup non exclu;Oui;Pas d'AP;/
CHANTEPÉRIER;1;Taillefer;Les selles;06/09/2020;36;Canin;1;1363;Loup non exclu;Oui;Pas d'AP;/
LAVALDENS;1;Taillefer;Combe fourane;06/09/2020;36;Ovin;1;803;Loup typé;Oui;TDR;38-2020-07-07-007
ORIS-EN-RATTIER;1;Taillefer;Fond de plaine;11/09/2020;37;Ovin;1;1;Loup typé;Oui;TDS;38-2019-06-07-031
VILLARD-REYMOND;1;Taillefer;Combe du Grand Renaud;13/09/2020;37;Ovin;1;790;Loup non exclu;Oui;TDS;En attente de signature
LA MORTE;1;Taillefer;Les Deux Combes;13/09/2020;37;Ovin;3;1430;Loup non exclu;Oui;TDR;38-2020-07-24-005
ORIS-EN-RATTIER;1;Taillefer;Le Coiro;20/09/2020;38;Ovin;2;1459;Loup typé;Oui;TDS;38-2019-06-07-031
LAVALDENS;1;Taillefer;Le Sappey;25/09/2020;39;Ovin;4;600;Loup typé;Oui;TDR;38-2020-07-07-007
CHANTEPÉRIER;1;Taillefer;Le Pleynet;05/10/2020;41;Ovin;1;250;Loup typé;Oui;TDS;38-2017-09-28-018
CHANTEPÉRIER;1;Taillefer;Vallons;08/10/2020;41;Ovin;3;714;Loup typé;Oui;Pas d'AP;/
ORNON;1;Taillefer;La Grenonière;09/10/2020;41;Ovin;1;750;Loup non exclu;Oui;TDR;38-2020-06-08-002
CHANTEPÉRIER;1;Taillefer;Le Pleynet;15/10/2020;42;Ovin;1;250;Loup typé;Oui;TDS;38-2017-09-28-018
ORIS-EN-RATTIER;1;Taillefer;Le Clos;25/10/2020;43;Ovin;6;260;Loup typé;Oui;TDS;38-2017-09-28-018
ORNON;1;Taillefer;La Grenonière;31/10/2020;44;Ovin;1;600;Loup typé;Oui;TDR;38-2020-06-08-002
ORNON;1;Taillefer;La Grenonière;03/11/2020;45;Ovin;1;600;Loup typé;Oui;TDR;38-2020-06-08-002
ORNON;1;Taillefer;Guillard;10/11/2020;46;Ovin;1;598;Loup typé;Oui;TDR;38-2020-06-08-002
ORNON;1;Taillefer;Grenonière;12/11/2020;46;Ovin;1;598;Indéterminé;Oui;TDR;38-2020-06-08-002
CHÂTEAUVILAIN;HC;Terres Froides;Les Epalisses;02/05/2019;18;Veau;2;230;Indéterminé;Non - loup exclu;;
VERTRIEU;HC;Terres Froides;La Balme;15/04/2020;16;Ovin;1;46;Indéterminé;Non - loup exclu;Pas d'AP;/
LA BALME-LES-GROTTES;HC;Terres Froides;Le Perrier;03/05/2020;18;Ovin;1;44;Indéterminé;Non - loup exclu;Pas d'AP;/
MONTSEVEROUX;HC;Terres Froides;Le Village;17/06/2020;25;Ovin;6;106;Loup non exclu;Oui;Pas d'AP;/
MONTSEVEROUX;HC;Terres Froides;Bout du monde;30/06/2020;27;Ovin;3;12;Loup typé;Non indemnisable;Sans objet;/
MONTSEVEROUX;HC;Terres Froides;Cadran solaire;04/07/2020;27;Ovin;7;320;Loup typé;Oui;Pas d'AP;/
MONTSEVEROUX;HC;Terres Froides;Cadran solaire;08/07/2020;28;Ovin;2;320;Loup typé;Oui;Pas d'AP;/
MONTSEVEROUX;HC;Terres Froides;Cadran solaire;09/07/2020;28;Ovin;1;320;Loup typé;Oui;TDS;38-2020-07-09-003
ROISSARD;1;Trièves Centre Nord;Sous la bergerie;11/08/2019;32;Ovin;2;23;Loup typé;Oui;;
ROISSARD;1;Trièves Centre Nord;Les Cottes;16/08/2019;33;Ovin;1;23;Loup typé;Oui;;
ROISSARD;1;Trièves Centre Nord;Les Cottes;17/08/2019;33;Ovin;1;22;Loup typé;Oui;;
ROISSARD;1;Trièves Centre Nord;Village;18/08/2019;33;Ovin;1;22;Loup typé;Oui;;
SAINT-JEAN-D'HÉRANS;1;Trièves Centre Nord;Bangarrat;02/09/2019;36;Veau naissant;1;6;Indéterminé;Non - loup exclu;;
SAINT-JEAN-D'HÉRANS;1;Trièves Centre Nord;Les Rives;30/11/2019;48;Ovin;1;49;Loup typé;Oui;;
ROISSARD;1;Trièves Centre Nord;Les Fauries;01/05/2020;18;Ovin;6;284;Loup typé;Oui;TDS;38-2018-06-08-040
ROISSARD;1;Trièves Centre Nord;Sous Roissard;17/07/2020;29;Ovin;13;800;Loup typé;Oui;TDR;38-2020-04-15-004
